i	S	V
108183	2.70505e-6	1
108263	2.70705e-6	1
108383	2.71005e-6	1
108623	2.71605e-6	1
108823	2.72105e-6	1
109063	2.72705e-6	1
109183	2.7300500000000002e-6	1
109303	2.73305e-6	1
109423	2.7360500000000003e-6	1
109543	2.73905e-6	1
109623	2.74105e-6	1
109743	2.74405e-6	1
109943	2.74905e-6	1
110143	2.75405e-6	1
110263	2.75705e-6	1
110383	2.76005e-6	1
110463	2.76205e-6	1
110623	2.76605e-6	1
110823	2.77105e-6	1
110983	2.7750500000000002e-6	1
111063	2.77705e-6	1
111143	2.77905e-6	1
111223	2.7810500000000002e-6	1
111743	2.79405e-6	1
111983	2.80005e-6	1
112503	2.81305e-6	1
112743	2.81905e-6	1
112983	2.82505e-6	1
113063	2.82705e-6	1
113223	2.83105e-6	1
113463	2.8370500000000002e-6	1
113623	2.84105e-6	1
113703	2.8430500000000002e-6	1
113863	2.84705e-6	1
114023	2.85105e-6	1
114103	2.85305e-6	1
114223	2.85605e-6	1
114463	2.86205e-6	1
114663	2.86705e-6	1
114903	2.87305e-6	1
115023	2.87605e-6	1
115143	2.87905e-6	1
115263	2.8820500000000002e-6	1
115383	2.88505e-6	1
115463	2.88705e-6	1
115583	2.89005e-6	1
115783	2.89505e-6	1
115983	2.9000500000000003e-6	1
116103	2.90305e-6	1
116223	2.90605e-6	1
116303	2.90805e-6	1
116463	2.91205e-6	1
116663	2.9170500000000003e-6	1
116823	2.92105e-6	1
116903	2.92305e-6	1
116983	2.92505e-6	1
117063	2.92705e-6	1
117583	2.94005e-6	1
117823	2.94605e-6	1
118063	2.95205e-6	1
118143	2.95405e-6	1
118303	2.95805e-6	1
118543	2.96405e-6	1
118703	2.96805e-6	1
118783	2.97005e-6	1
118943	2.97405e-6	1
119103	2.9780500000000002e-6	1
119183	2.98005e-6	1
119303	2.98305e-6	1
119543	2.98905e-6	1
119743	2.99405e-6	1
119983	3.00005e-6	1
120103	3.00305e-6	1
120223	3.0060500000000002e-6	1
120343	3.00905e-6	1
120463	3.0120500000000002e-6	1
120543	3.01405e-6	1
120663	3.01705e-6	1
120863	3.02205e-6	1
121063	3.02705e-6	1
121183	3.0300500000000003e-6	1
121303	3.03305e-6	1
121383	3.0350500000000003e-6	1
121543	3.03905e-6	1
121743	3.04405e-6	1
121903	3.04805e-6	1
121983	3.05005e-6	1
122063	3.0520500000000003e-6	1
122143	3.05405e-6	1
122663	3.06705e-6	1
122903	3.07305e-6	1
123143	3.07905e-6	1
123223	3.08105e-6	1
123383	3.0850500000000002e-6	1
123623	3.0910500000000002e-6	1
123783	3.09505e-6	1
123863	3.0970500000000003e-6	1
124023	3.10105e-6	1
124183	3.10505e-6	1
124263	3.10705e-6	1
124383	3.11005e-6	1
124623	3.11605e-6	1
124823	3.12105e-6	1
125063	3.12705e-6	1
125183	3.1300500000000002e-06	1
125303	3.13305e-6	1
125423	3.1360500000000002e-6	1
125543	3.13905e-6	1
125623	3.14105e-6	1
125743	3.14405e-6	1
125943	3.14905e-6	1
126143	3.1540500000000003e-6	1
126263	3.15705e-6	1
126383	3.16005e-6	1
126463	3.16205e-6	1
126623	3.16605e-6	1
126823	3.1710500000000003e-6	1
126983	3.17505e-6	1
127063	3.17705e-6	1
127143	3.17905e-6	1
127223	3.1810500000000002e-6	1
127743	3.19405e-6	1
127983	3.20005e-6	1
128503	3.21305e-6	1
128743	3.21905e-6	1
128983	3.22505e-6	1
129063	3.2270500000000003e-6	1
129223	3.23105e-6	1
129463	3.23705e-6	1
129623	3.24105e-6	1
129703	3.2430500000000002e-6	1
129863	3.24705e-6	1
130023	3.25105e-6	1
130103	3.25305e-6	1
130223	3.25605e-6	1
130463	3.26205e-6	1
130663	3.26705e-6	1
130903	3.27305e-6	1
131023	3.27605e-6	1
131143	3.27905e-6	1
131263	3.28205e-6	1
131383	3.28505e-6	1
131463	3.28705e-6	1
131583	3.29005e-6	1
131783	3.2950500000000003e-6	1
131983	3.3000500000000003e-6	1
132103	3.30305e-6	1
132223	3.3060500000000003e-6	1
132303	3.30805e-6	1
132463	3.31205e-6	1
132663	3.3170500000000003e-6	1
132823	3.32105e-6	1
132903	3.3230500000000003e-6	1
132983	3.32505e-6	1
133063	3.32705e-6	1
133583	3.3400500000000003e-6	1
133823	3.34605e-6	1
134063	3.35205e-6	1
134143	3.35405e-6	1
134303	3.35805e-6	1
134543	3.36405e-6	1
134703	3.3680500000000003e-6	1
134783	3.37005e-6	1
134943	3.3740500000000003e-6	1
135103	3.37805e-6	1
135183	3.38005e-6	1
135303	3.38305e-6	1
135543	3.38905e-6	1
135743	3.39405e-6	1
135983	3.40005e-6	1
136103	3.40305e-6	1
136223	3.40605e-6	1
136343	3.40905e-6	1
136463	3.4120500000000002e-6	1
136543	3.41405e-6	1
136663	3.41705e-6	1
136863	3.42205e-6	1
137063	3.42705e-6	1
137183	3.4300500000000003e-6	1
137303	3.43305e-6	1
137383	3.4350500000000003e-6	1
137543	3.43905e-6	1
137743	3.44405e-6	1
137903	3.44805e-6	1
137983	3.45005e-6	1
138063	3.4520500000000003e-6	1
138143	3.45405e-6	1
138663	3.46705e-6	1
138903	3.47305e-6	1
139143	3.47905e-6	1
139223	3.4810500000000003e-6	1
139383	3.48505e-6	1
139623	3.4910500000000002e-6	1
139783	3.49505e-6	1
139863	3.4970500000000003e-6	1
140023	3.50105e-6	1
140183	3.50505e-6	1
140263	3.50705e-6	1
140383	3.51005e-6	1
140623	3.51605e-6	1
140823	3.52105e-6	1
141063	3.52705e-6	1
141183	3.53005e-6	1
141303	3.53305e-6	1
141423	3.5360500000000002e-6	1
141543	3.53905e-6	1
141623	3.54105e-6	1
141743	3.54405e-6	1
141943	3.54905e-6	1
142143	3.5540500000000003e-6	1
142263	3.55705e-6	1
142383	3.5600500000000003e-6	1
142463	3.56205e-6	1
142623	3.56605e-6	1
142823	3.5710500000000003e-6	1
142983	3.57505e-6	1
143063	3.5770500000000003e-6	1
143143	3.57905e-6	1
143223	3.5810500000000002e-6	1
143743	3.59405e-6	1
143983	3.60005e-6	1
144503	3.61305e-6	1
144743	3.61905e-6	1
144983	3.62505e-6	1
145063	3.6270500000000003e-6	1
145223	3.63105e-6	1
145463	3.63705e-6	1
145623	3.64105e-6	1
145703	3.6430500000000002e-6	1
145863	3.64705e-6	1
146023	3.65105e-6	1
146103	3.65305e-6	1
146223	3.6560500000000003e-6	1
146463	3.66205e-6	1
146663	3.6670500000000003e-6	1
146903	3.67305e-6	1
147023	3.67605e-6	1
147143	3.67905e-6	1
147263	3.68205e-6	1
147383	3.68505e-6	1
147463	3.68705e-6	1
147583	3.69005e-6	1
147783	3.6950500000000003e-6	1
147983	3.7000500000000003e-6	1
148103	3.70305e-6	1
148223	3.7060500000000003e-6	1
148303	3.70805e-6	1
148463	3.7120500000000003e-6	1
148663	3.7170500000000003e-6	1
148823	3.72105e-6	1
148903	3.7230500000000003e-6	1
148983	3.72505e-6	1
149063	3.72705e-6	1
149583	3.7400500000000003e-6	1
