i	S	V
52843	1.3220592447864313e-6	0
52923	1.3240590586325484e-6	0
53003	1.3260595683634531e-6	0
53323	1.334058327804261e-6	0
53603	1.3410597657647458e-6	0
53883	1.3480595051711526e-6	0
54083	1.3530588935498236e-6	0
54163	1.3550590462039304e-6	0
54443	1.3620592401173526e-6	0
54563	1.3650598910860193e-6	0
54723	1.3690589686640012e-6	0
54843	1.3720596135282564e-6	0
55043	1.3770593360910404e-6	0
55123	1.3790599081495724e-6	0
55203	1.3810588498621748e-6	0
55483	1.388059791557689e-6	0
55563	1.3900597171608638e-6	0
55843	1.397059847314811e-6	0
56003	1.4010597549124713e-6	0
56123	1.4040585583116953e-6	0
56283	1.4080585618980104e-6	0
56403	1.4110586402759026e-6	0
56483	1.4130594806000642e-6	0
56603	1.4160598262676711e-6	0
56803	1.4210593046316437e-6	0
56923	1.4240596128974751e-6	0
57123	1.4290587239080554e-6	0
57203	1.4310593281116076e-6	0
57323	1.4340593432823844e-6	0
57483	1.4380593573636028e-6	0
57643	1.442059106992891e-6	0
57803	1.4460589080421882e-6	0
57923	1.4490590975645108e-6	0
58003	1.4510596190960837e-6	0
58083	1.4530588784642577e-6	0
58403	1.4610593799598383e-6	0
58683	1.468059125548658e-6	0
58963	1.4750597288681165e-6	0
59163	1.4800591032430351e-6	0
59243	1.4820592906860676e-6	0
59523	1.489059625918686e-6	0
59643	1.492058879530072e-6	0
59803	1.4960591610883641e-6	0
59923	1.4990585306326403e-6	0
60123	1.504059827277023e-6	0
60203	1.5060594340849793e-6	0
60283	1.5080591393921904e-6	0
60563	1.5150595081502024e-6	0
60643	1.5170591402363218e-6	0
60923	1.5240593658095297e-6	0
61083	1.5280592565088424e-6	0
61203	1.5310591618456356e-6	0
61363	1.5350590745124695e-6	0
61483	1.5380594811519753e-6	0
61563	1.540058983097963e-6	0
61683	1.5430594154002605e-6	0
61883	1.548058879353549e-6	0
62003	1.5510586888582645e-6	0
62203	1.5560587919387998e-6	0
62283	1.5580591586713058e-6	0
62403	1.561058889426311e-6	0
62563	1.5650599083984571e-6	0
62723	1.5690594435142133e-6	0
62883	1.5730595100869379e-6	0
63003	1.57605928856141e-6	0
63083	1.5780590110144799e-6	0
63163	1.5800591200950056e-6	0
63483	1.5880589159901326e-6	0
63763	1.5950590085350558e-6	0
64243	1.6070591823244106e-6	0
64523	1.6140598181672215e-6	0
64803	1.6210595050096377e-6	0
65003	1.6260594860693652e-6	0
65083	1.6280590550341676e-6	0
65363	1.6350591687738552e-6	0
65483	1.6380598356743663e-6	0
65643	1.6420588258844658e-6	0
65763	1.6450591905718524e-6	0
65963	1.6500592279229926e-6	0
66043	1.6520595531006082e-6	0
66123	1.654059265950194e-6	0
66403	1.661059526255779e-6	0
66483	1.6630598507828497e-6	0
66763	1.6700595107761716e-6	0
66923	1.6740591046675245e-6	0
67043	1.677059882518051e-6	0
67203	1.681059095959816e-6	0
67323	1.6840592447121502e-6	0
67403	1.6860588101536189e-6	0
67523	1.6890589687565375e-6	0
67723	1.6940597958864166e-6	0
67843	1.6970597852227548e-6	0
68043	1.7020589258856743e-6	0
68123	1.7040594584346016e-6	0
68243	1.7070594534678567e-6	0
68403	1.711059117909696e-6	0
68563	1.7150591669139551e-6	0
68723	1.719059396286182e-6	0
68843	1.7220586342728535e-6	0
68923	1.7240591640181337e-6	0
69003	1.7260590462818561e-6	0
69323	1.7340592771783265e-6	0
69603	1.7410594729739258e-6	0
69883	1.748059099793826e-6	0
70083	1.7530592871415382e-6	0
70163	1.7550589098171488e-6	0
70443	1.7620591858279708e-6	0
70563	1.7650592284268988e-6	0
70723	1.7690589994721185e-6	0
70843	1.7720583899570999e-6	0
71043	1.77705952682653e-6	0
71123	1.7790588181969448e-6	0
71203	1.78105895204102e-6	0
71483	1.7880594459678726e-6	0
71563	1.7900590172581465e-6	0
71843	1.797058906443137e-6	0
72003	1.8010592777558437e-6	0
72123	1.8040599082625187e-6	0
72283	1.8080589657472705e-6	0
72403	1.8110598733191905e-6	0
72483	1.8130589779841335e-6	0
72603	1.8160590535881217e-6	0
72803	1.8210599092208723e-6	0
72923	1.8240591780090793e-6	0
73123	1.829059417627249e-6	0
73203	1.8310598343639045e-6	0
73323	1.834059479663752e-6	0
73483	1.8380596935866927e-6	0
73643	1.8420593498960522e-6	0
73803	1.84605939511244e-6	0
73923	1.8490592269467687e-6	0
74003	1.851059200056892e-6	0
74083	1.853058972525396e-6	0
74403	1.8610590907928348e-6	0
74683	1.8680588433884703e-6	0
74963	1.875059619075337e-6	0
75163	1.8800595054634047e-6	0
75243	1.8820593305697821e-6	0
75523	1.8890592313498846e-6	0
75643	1.892059318396041e-6	0
75803	1.8960598810561667e-6	0
75923	1.8990592195313867e-6	0
76123	1.9040594401821756e-6	0
76203	1.9060594598133107e-6	0
76283	1.9080593193433786e-6	0
76563	1.9150596125140056e-6	0
76643	1.9170589705456936e-6	0
76923	1.924059571876044e-6	0
77083	1.9280591470165654e-6	0
77203	1.9310582813011005e-6	0
77363	1.935059143756535e-6	0
77483	1.9380598626429344e-6	0
77563	1.9400593676337746e-6	0
77683	1.9430589787393256e-6	0
77883	1.9480590694577193e-6	0
78003	1.951059166878708e-6	0
78203	1.956059156270385e-6	0
78283	1.9580596392363376e-6	0
78403	1.9610590214649623e-6	0
78563	1.965058928102623e-6	0
78723	1.9690590412317617e-6	0
78883	1.9730592136777343e-6	0
79003	1.9760593604607114e-6	0
79083	1.9780587038558632e-6	0
79163	1.9800591148393546e-6	0
79483	1.9880589019374884e-6	0
79763	1.9950594967724112e-6	0
80243	2.007058832992647e-6	0
80523	2.0140591441040986e-6	0
80803	2.0210598079822524e-6	0
81003	2.0260593584627486e-6	0
81083	2.0280595968325636e-6	0
81363	2.035058988713348e-6	0
81483	2.0380592851528183e-6	0
81643	2.0420599915288024e-6	0
81763	2.045059357424923e-6	0
81963	2.0500593915255596e-6	0
82043	2.052058553355411e-6	0
82123	2.0540593705021094e-6	0
