i	S	V
152283	3.8080500000000003e-6	-1
152403	3.81105e-6	-1
152483	3.8130500000000003e-6	-1
152603	3.8160500000000005e-6	-1
152803	3.8210500000000005e-6	-1
152923	3.82405e-6	-1
153123	3.82905e-6	-1
153203	3.83105e-6	-1
153323	3.83405e-6	-1
153483	3.8380500000000005e-6	-1
153643	3.84205e-6	-1
153803	3.84605e-6	-1
153923	3.84905e-6	-1
154003	3.85105e-6	-1
154083	3.85305e-6	-1
154403	3.86105e-6	-1
154683	3.86805e-6	-1
154963	3.87505e-6	-1
155163	3.88005e-6	-1
155243	3.88205e-6	-1
155523	3.8890500000000005e-6	-1
155643	3.89205e-6	-1
155803	3.89605e-6	-1
155923	3.89905e-6	-1
156123	3.90405e-6	-1
156203	3.9060500000000005e-6	-1
156283	3.90805e-6	-1
156563	3.91505e-6	-1
156643	3.91705e-6	-1
156923	3.92405e-6	-1
157083	3.9280500000000004e-6	-1
157203	3.93105e-6	-1
157363	3.9350500000000006e-6	-1
157483	3.93805e-6	-1
157563	3.9400500000000005e-6	-1
157683	3.94305e-6	-1
157883	3.94805e-6	-1
158003	3.95105e-6	-1
158203	3.95605e-6	-1
158283	3.95805e-6	-1
158403	3.96105e-6	-1
158563	3.96505e-6	-1
158723	3.9690500000000006e-6	-1
158883	3.97305e-6	-1
159003	3.97605e-6	-1
159083	3.97805e-6	-1
159163	3.98005e-6	-1
159483	3.98805e-6	-1
159763	3.99505e-6	-1
